"Name","finished_run","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","train_action_batch/top1_acc_balanced_running_avg","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/mean","Tags","Created","Updated","End Time","Runtime","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/mean"
"HindsightLabelWindowPredictor_2022-10-25_16-51-38_UID4b8e69a6-b174-4573-b709-067488f12b07","true","6.308742072433233","2.3522260703146456","2.3522260703146456","","2022-10-25T23:51:43.000Z","2022-10-26T03:57:27.000Z","2022-10-26T01:57:31.000Z","7548","1.3968097658979974","0.3908099826156765","0.5823561926609697","5.8369221031665806","0.6119070095347962","5.313009566068649"
