"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","TRANSFER_MATRIX/avg_AG/pred_action_batch/loss","TRANSFER_MATRIX/avg_AG/pred_noun_batch/loss","TRANSFER_MATRIX/avg_AG/pred_verb_batch/loss"
"Finetuning_2022-09-16_10-08-02_UID64df7be4-a626-45eb-9852-4983dc111b00","crashed","true","Finetuning","","2022-09-16T17:08:12.000Z","342998","0.1","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_10-08-02_UID64df7be4-a626-45eb-9852-4983dc111b00","","","","","","","matthiasdelange","-","","","","","","","","",""
"Finetuning_2022-09-16_10-12-14_UID7b70b6ec-8654-4d9f-a714-5b7a281c2358","crashed","true","Finetuning","","2022-09-16T17:12:21.000Z","5997","0.1","sgd","0.3","false","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=False/2022-09-16_10-12-14_UID7b70b6ec-8654-4d9f-a714-5b7a281c2358","","","","","","","matthiasdelange","-","","","","","","","","",""
