"Name","SOLVER.MOMENTUM","SOLVER.BASE_LR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean"
"FinetuningMomentumReset_2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","0.9","0.01","0.7217152001274861","0.8253875945807982","-0.10367241066458946","0.46552941614268784","0.2901380042867369","0.2001092015079621","10","2.4369979510574256","-5.487308236346889","1.4332760454662576","-3.0607533565424916","1.0434970989878658","-2.4265548831444437"
"FinetuningMomentumReset_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","0.6","0.01","1.556215193977836","1.359193753490234","0.1970214647623992","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","0.8900531898177807","-0.4678475647220339","0.6117733430960951","-0.09433024063857888","0.36011966407499313","-0.37351732792324577"
"FinetuningMomentumReset_2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","0.3","0.01","1.8349325672092691","1.533741832839037","0.30119074285064423","0.4136018779930789","0.27613652051402526","0.1763588114672714","10","0.4776298733861246","0.8976790102488381","0.3334291325284407","0.8012540581364658","0.23517197762810224","0.0964249606370845"
