"Name","finished_run","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","train_action_batch/top1_acc_balanced_running_avg","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/mean","Tags","Created","Updated","End Time","Runtime","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/mean"
"LabelWindowPredictor_2022-10-13_15-59-56_UIDf78d3933-cd47-468c-83dd-1c34cd1de446","true","26.548629760742188","14.76159610748291","14.76159610748291","","2022-10-13T23:00:02.000Z","2022-10-16T22:25:12.000Z","2022-10-16T22:10:26.000Z","256224","3.291575655735247","1.24405287383576","2.1801441954350556","21.75457181930542","2.1059826895013356","28.56559066772461"
"LabelWindowPredictor_2022-10-11_16-15-47_UIDe36637f2-06e9-4e37-92c7-c73dcb823ac5","true","26.548629760742188","","","","2022-10-11T23:15:52.000Z","2022-10-13T20:28:39.000Z","2022-10-11T23:44:09.000Z","1697","3.291575655735247","","","","",""
