"Name","finished_run","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","train_action_batch/top1_acc_balanced_running_avg","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/mean","Tags","Created","Updated","End Time","Runtime","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/mean"
"LabelWindowPredictor_2022-10-16_14-56-36_UID7ab2d948-929d-48ee-9e9b-e693f2ee3b75","true","28.76525399684906","15.142278003692628","15.142278003692628","","2022-10-16T21:56:42.000Z","2022-10-17T00:27:55.000Z","2022-10-17T00:01:52.000Z","7510","1.7208715731714836","0.6294496812022246","1.1171278149960877","24.646454286575317","1.1289720317098912","29.27907528877258"
