"Name","finished_run","adhoc_users_aggregate/test_action_batch/balanced_top1_acc/adhoc_hindsight_AG/mean","Runtime","End Time","Created","Tags","State","adhoc_users_aggregate/train_action_batch/balanced_top1_acc/mean","adhoc_users_aggregate/train_action_batch/balanced_top1_acc/PRETRAIN_abs/mean","adhoc_users_aggregate/train_action_batch/balanced_top1_acc/adhoc_AG/mean","adhoc_users_aggregate/test_action_batch/balanced_top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/balanced_top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/balanced_top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_noun_batch/balanced_top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_noun_batch/balanced_top1_acc/adhoc_hindsight_AG/mean"
"Finetuning_2022-10-17_00-52-59_UIDeac059ad-de78-4db0-8f4a-47c3764df79e","true","94.60830253944546","37603","2022-10-17T11:19:48.000Z","2022-10-17T00:53:05.000Z","","finished","","","","0.6084131704632836","0.7326584073400392","89.88237068117743","0.7447752012427162","91.70323624954028"
