"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","TRANSFER_MATRIX/avg_AG/pred_action_batch/loss","TRANSFER_MATRIX/avg_AG/pred_noun_batch/loss","TRANSFER_MATRIX/avg_AG/pred_verb_batch/loss","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean"
"Finetuning_2022-09-16_15-22-44_UID7ddb3a7c-19fb-43ce-bcdb-c945f0df2bc5","crashed","true","Finetuning","","2022-09-16T22:22:49.000Z","257081","0.001","sgd","0","true","1000","reservoir_stream","true","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final03_01_finetuning_fixed_feat/../../../results/ego4d_action_recog/final03_01_finetuning_fixed_feat/logs/GRID_SOLVER-BASE_LR=0-001/2022-09-16_15-22-44_UID7ddb3a7c-19fb-43ce-bcdb-c945f0df2bc5","","","","","","","matthiasdelange","-","","","","","","","","","",""
