"Name","SOLVER.BASE_LR","SOLVER.MOMENTUM","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean"
"Finetuning_2022-09-19_12-16-57_UID11a32c82-471b-4921-a5c7-0ee393fdabf0","0.1","0","2.785023969566842","1.7165386704283454","-14.758563723868251","1.345781753584257","-18.522100804225797","10","-33.28066455986743","11.359005337610991","-91.7618514227867","5.765311132526353","-47.560124873220914","7.845609349438688","-44.20172656661984"
"Finetuning_2022-09-16_15-22-20_UIDdf4b91e7-2721-429a-8c66-55024f472e32","0.01","0","0.4180376727827943","0.27278788514800334","1.5280184419642122","0.18922622978593712","0.06202646830369862","10","1.5900449484793344","0.7030385625654583","-1.9772134391469551","0.4363779652203912","-0.9222109205862028","0.4213429456024887","-1.0550025080658822"
"Finetuning_2022-09-16_15-22-44_UID7ddb3a7c-19fb-43ce-bcdb-c945f0df2bc5","0.001","0","0.337879166270745","0.2503540564860011","0.7145698059188222","0.11646969551748625","0.2644654339234217","10","0.9790352170429252","","","","","",""
