"Name","finished_run","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","train_action_batch/top1_acc_balanced_running_avg","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/adhoc_AG/mean","ANALYZE_STREAM.WINDOW_SIZE_SAMPLES","Tags","Created","Updated","End Time","Runtime","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/mean","adhoc_users_aggregate/train_action_batch/top1_acc_balanced_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_balanced_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_balanced_running_avg/adhoc_AG/mean"
"LabelWindowPredictor_2022-10-17_19-39-30_UID5dcf707f-fcba-41a0-a256-32aa522b0150","true","","2.904133474826813","","","10000000","","2022-10-18T02:39:35.000Z","2022-10-18T03:07:53.000Z","2022-10-18T03:07:53.000Z","1698","","","","","","","","","","",""
"LabelWindowPredictor_2022-10-17_19-39-19_UID8fe27b37-2794-4775-9d07-1a9fc407dbec","true","","4.328175342082978","","","32","","2022-10-18T02:39:24.000Z","2022-10-18T03:07:34.000Z","2022-10-18T03:07:34.000Z","1690","","","","","","","","","","",""
"LabelWindowPredictor_2022-10-17_19-39-09_UID1c1f8673-c557-41f3-b010-5f1d40dc73b5","true","","7.7041114330291744","","","8","","2022-10-18T02:39:15.000Z","2022-10-18T03:07:04.000Z","2022-10-18T03:07:04.000Z","1669","","","","","","","","","","",""
