"Name","SOLVER.MOMENTUM","METHOD.REPLAY.STORAGE_POLICY","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","SOLVER.BASE_LR","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE"
"Replay_2022-09-26_15-01-39_UIDd6a03557-904b-4e3c-b0c8-50f64228a019","0.3","reservoir_stream","64","0.01","0.31916633883042433","4.352282948992313","0.23769094690682985","2.9896967579024896","0.19444061820599048","1.3625861965558823","1.910590936761071","0.38420467193293567","0.2617247539683416","1.561579740867483","10","0.3490112222958585","0.1700375269349218"
"Replay_2022-09-26_15-03-46_UID9ae96afd-806e-423e-9c08-9b7c8ba7beea","0.9","reservoir_stream","64","0.01","2.7741632368711473","-2.8301194705704384","1.3735713055572711","-0.5289255429195434","1.4071538088455506","-2.301193927793238","0.7538327152673976","0.3872099062018934","0.28227570270691676","0.7885953764943239","10","-0.03476267526951043","0.14526565835118485"
"Replay_2022-09-26_15-03-10_UID8d0848e1-a690-4074-a54b-812cc6669d48","0.6","reservoir_stream","64","0.01","0.2926648710288959","3.843026912170653","0.20748662024570697","2.802685546759897","0.19649250994698325","1.0403413769935148","1.7204194488259987","0.3873813737500292","0.2660261948843191","1.4569739247825877","10","0.263445507893311","0.16831326662060017"
