"Name","SOLVER.BASE_LR","SOLVER.NESTEROV","SOLVER.MOMENTUM","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean"
"Finetuning_2022-09-14_19-12-57_UID6baebf41-b3cb-4351-bc43-719ef27786a6_MATT","0.1","true","0.9","0.45806039228565415","-0.6177253564008175","0.4184978797040201","-1.6752600275298302","10","-2.292985385303383","0.8406340732399894","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","0.1","false","0.9","0.5025429411399875","-0.8040070856978844","0.48272800690623013","-1.7128656240403513","10","-2.516872695690597","0.95265702666001","","","","","","","","","","","",""
"Finetuning_2022-09-16_10-08-02_UID64df7be4-a626-45eb-9852-4983dc111b00","0.1","true","0.6","0.3394669972967157","0.47723216613240743","0.22305236092408903","-0.6411514852214288","10","-0.1639193338279649","0.5325285092232227","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","0.1","false","0.6","0.3423439349362947","0.42749351177513334","0.2580686204675774","-0.6204615992130684","10","-0.19296810090595695","0.5735668956903375","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-07-02_UIDa83559d5-518a-4e3b-8550-230006951b0a_MATT","0.1","true","0.3","0.3163514138309209","0.7534437958439717","0.19940982136270527","-0.45302250921621035","10","0.30042125609288356","0.4826369659314704","","","","","","","","","","","",""
"Finetuning_2022-09-16_10-12-14_UID7b70b6ec-8654-4d9f-a714-5b7a281c2358","0.1","false","0.3","0.33044385054602543","0.7686261772861668","0.23317787462005105","-0.4025038584770078","10","0.3661222947579623","0.536101432052908","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-05-45_UIDbb155890-64ad-4263-817d-8d26cae67add_MATT","0.1","true","0","0.3225639299085802","0.8503040396592307","0.23251840204628943","-0.3401277993419223","10","0.5101762386754304","0.5178517749308017","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-13-12_UID2425fbfb-02de-4db8-9b8c-560a1658f125_MATT","0.01","true","0.9","0.26770403126749626","0.5732979565075673","0.17404078968494816","-0.23055423874305717","10","0.3427437256597073","0.4142435002938076","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","0.01","false","0.9","0.25245072355745435","0.33223128898046167","0.16581161647244416","-0.2822083207879874","10","0.05002298097450806","0.3982901162015863","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","0.01","true","0.6","0.2903614525157394","1.3065415481773974","0.17427667650212184","0.1768447703289177","10","1.4833863153435725","0.4316771742971024","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","0.01","false","0.6","0.28960034531318907","1.1187481930423258","0.16701979460468577","0.12684882385429824","10","1.245597017657104","0.42774778575197375","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-17-56_UIDa31efcd3-1ba6-4312-8eb6-1070bfe6c8e9_MATT","0.01","true","0.3","0.27641913404122076","1.529549863274058","0.1746620923141757","0.2989821096477906","10","1.8285319744695816","0.4112818931494833","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","0.01","false","0.3","0.2801069267545892","1.462024238414955","0.16622764335870432","0.3047242464626861","10","1.7667485160319392","0.4086090186340582","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-06-02_UID2c4355e2-c42c-46d9-ba37-8cb8abe8d1d0_MATT","0.01","true","0","0.2729001495728158","1.5843568519443505","0.17250310493681262","0.3630582411523467","10","1.947415103850088","0.4018999017984656","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-14-54_UIDa13d9e4e-aaaf-424a-8510-0afced5d247f_MATT","0.001","true","0.9","0.25576124279828966","0.8288752504310274","0.13852575452489926","0.2065492661076883","10","1.0354245583705723","0.36810042348448846","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","0.001","false","0.9","0.2635212795895827","0.5653985140051242","0.14004467137035548","0.08297086352654638","10","0.6483693838601637","0.3773873976213761","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-12-33_UIDff7587a2-d0e7-49ad-b3a4-9aa4819443e6_MATT","0.001","true","0.6","0.2773825865777873","1.16360229509869","0.13733806871819","0.37897422742553977","10","1.5425765479760452","0.3778609985537368","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","0.001","false","0.6","0.2784377522498102","1.059698874747984","0.1345700427054236","0.33602080540117946","10","1.39571965714715","0.378232498715533","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-11-22_UIDc6c7cbb5-bcbc-42d6-8b13-b86d1d5cd585_MATT","0.001","true","0.3","0.268044192271652","0.9924693551355132","0.12884460260144845","0.34938373909392484","10","1.3418531097738504","0.3621577929331128","","","","","","","","","","","",""
"Finetuning_2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","0.001","false","0.3","0.2685290912638153","0.9486300366724366","0.12759223287099997","0.3312581969337829","10","1.2798882560063756","0.3623859767515375","","","","","","","","","","","",""
"Finetuning_2022-09-14_19-06-48_UIDf999b5d0-5794-4bcf-9172-e3bc310f497b_MATT","0.001","true","0","0.25549640329859435","0.8132105492962198","0.12044613888230464","0.3016813400724909","10","1.1148918805185906","0.34534724234814884","","","","","","","","","","","",""
