"Name","finished_run","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","Tags","Created","Updated","End Time","Runtime","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE"
"LabelWindowPredictor_2022-10-11_16-15-47_UIDe36637f2-06e9-4e37-92c7-c73dcb823ac5","true","26.548629760742188","","2022-10-11T23:15:52.000Z","2022-10-13T04:33:06.000Z","2022-10-11T23:44:09.000Z","1697","3.291575655735247"
