"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean"
"USER-30_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:41:16.000Z","655","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","1.556215193977836","1.359193753490234","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","matthiasdelange","-","0.1970214647623992"
"USER-24_2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:29:58.000Z","766","0.01","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","1.8349325672092691","1.533741832839037","0.4136018779930789","0.27613652051402526","0.1763588114672714","10","matthiasdelange","-","0.30119074285064423"
"USER-24_2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:29:39.000Z","763","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","0.7217152001274861","0.8253875945807982","0.46552941614268784","0.2901380042867369","0.2001092015079621","10","matthiasdelange","-","-0.10367241066458946"
"USER-24_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:28:37.000Z","757","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","1.556215193977836","1.359193753490234","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","matthiasdelange","-","0.1970214647623992"
"USER-421_2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:11:40.000Z","2626","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","0.7217152001274861","0.8253875945807982","0.46552941614268784","0.2901380042867369","0.2001092015079621","10","matthiasdelange","-","-0.10367241066458946"
"USER-421_2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:11:04.000Z","2709","0.01","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","1.8349325672092691","1.533741832839037","0.4136018779930789","0.27613652051402526","0.1763588114672714","10","matthiasdelange","-","0.30119074285064423"
"USER-421_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:10:49.000Z","2665","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","1.556215193977836","1.359193753490234","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","matthiasdelange","-","0.1970214647623992"
"USER-104_2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:08:08.000Z","1308","0.01","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","1.8349325672092691","1.533741832839037","0.4136018779930789","0.27613652051402526","0.1763588114672714","10","matthiasdelange","-","0.30119074285064423"
"USER-104_2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:08:03.000Z","1294","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","0.7217152001274861","0.8253875945807982","0.46552941614268784","0.2901380042867369","0.2001092015079621","10","matthiasdelange","-","-0.10367241066458946"
"USER-104_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T01:07:38.000Z","1257","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","1.556215193977836","1.359193753490234","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","matthiasdelange","-","0.1970214647623992"
"USER-108_2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T00:58:03.000Z","598","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-16_17-34-18_UID8cae3077-fb05-4368-b3d6-95cb2813e823","0.7217152001274861","0.8253875945807982","0.46552941614268784","0.2901380042867369","0.2001092015079621","10","matthiasdelange","-","-0.10367241066458946"
"USER-108_2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T00:57:58.000Z","608","0.01","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-16_17-33-48_UID6f0118ff-06d6-4ce7-836f-46a596f9e156","1.8349325672092691","1.533741832839037","0.4136018779930789","0.27613652051402526","0.1763588114672714","10","matthiasdelange","-","0.30119074285064423"
"USER-108_2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","finished","true","FinetuningMomentumReset","ego4d_action_recog, exp04_01_momentum_video_reset","2022-09-17T00:57:40.000Z","596","0.01","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp04_01_momentum_video_reset/../../../results/ego4d_action_recog/exp04_01_momentum_video_reset/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-16_17-34-00_UIDfe3723fe-663c-4bf8-a4c8-bebc3563140c","1.556215193977836","1.359193753490234","0.4316442120747721","0.2858490217800147","0.17997449984093697","10","matthiasdelange","-","0.1970214647623992"
