"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean"
"USER-24_2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:26:27.000Z","2215","0.01","sgd","0","true","1000000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","1.9769229348173296","1.5594870447529243","0.3821423617205075","0.265756852963631","0.16041548908501024","10","matthiasdelange","-","0.41743591831419274"
"USER-24_2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:26:14.000Z","2209","0.01","sgd","0","true","1000000","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","2.006498545703259","1.587274337181304","0.38089083145762465","0.2683938929342621","0.16009030952808556","10","matthiasdelange","-","0.41922423846782586"
"USER-24_2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:24:43.000Z","2244","0.01","sgd","0","true","128","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","1.983162840661853","1.5748681867691394","0.37468857666986416","0.2651546664668876","0.158206177125342","10","matthiasdelange","-","0.40829469572337784"
"USER-24_2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:24:18.000Z","2033","0.01","sgd","0","true","1000000","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","2.013436868645085","1.5763480054190937","0.37637895651538805","0.2642754450912796","0.15960179390290152","10","matthiasdelange","-","0.437088869938661"
"USER-24_2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:21:46.000Z","2201","0.01","sgd","0","true","64","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","1.966951956892816","1.563436634405141","0.3677760905665605","0.2574207232879068","0.1593494971937802","10","matthiasdelange","-","0.4035152746800333"
"USER-265_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:21:00.000Z","1299","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424"
"USER-24_2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:20:17.000Z","2206","0.01","sgd","0","true","128","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","1.9770285763736737","1.5681868600705704","0.3763124127423418","0.2661039971970222","0.15756615705525784","10","matthiasdelange","-","0.40884170533941144"
"USER-24_2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T10:09:50.000Z","2300","0.01","sgd","0","true","8","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","1.8846544906222924","1.5256310932189143","0.4049777258008619","0.2800564414450162","0.16600458342813215","10","matthiasdelange","-","0.3590233825759196"
"USER-324_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T09:48:04.000Z","1974","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424"
"USER-30_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T09:18:14.000Z","1788","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424"
"USER-24_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T08:34:29.000Z","2623","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424"
"USER-421_2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:33:22.000Z","10370","0.01","sgd","0","true","1000000","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","2.006498545703259","1.587274337181304","0.38089083145762465","0.2683938929342621","0.16009030952808556","10","matthiasdelange","-","0.41922423846782586"
"USER-421_2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:33:21.000Z","10459","0.01","sgd","0","true","128","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","1.9695847636481651","1.5659283809914082","0.3775388269343488","0.26582151094606404","0.15955397931084667","10","matthiasdelange","-","0.4036564000765536"
"USER-421_2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:32:08.000Z","10328","0.01","sgd","0","true","1000000","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","2.013436868645085","1.5763480054190937","0.37637895651538805","0.2642754450912796","0.15960179390290152","10","matthiasdelange","-","0.437088869938661"
"USER-421_2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:31:06.000Z","10519","0.01","sgd","0","true","1000000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","1.9769229348173296","1.5594870447529243","0.3821423617205075","0.265756852963631","0.16041548908501024","10","matthiasdelange","-","0.41743591831419274"
"USER-421_2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:26:39.000Z","10682","0.01","sgd","0","true","128","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","1.983162840661853","1.5748681867691394","0.37468857666986416","0.2651546664668876","0.158206177125342","10","matthiasdelange","-","0.40829469572337784"
"USER-421_2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:25:42.000Z","10562","0.01","sgd","0","true","64","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","1.966951956892816","1.563436634405141","0.3677760905665605","0.2574207232879068","0.1593494971937802","10","matthiasdelange","-","0.4035152746800333"
"USER-421_2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:23:04.000Z","10631","0.01","sgd","0","true","128","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","1.9770285763736737","1.5681868600705704","0.3763124127423418","0.2661039971970222","0.15756615705525784","10","matthiasdelange","-","0.40884170533941144"
"USER-421_2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T07:14:51.000Z","10497","0.01","sgd","0","true","8","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","1.8846544906222924","1.5256310932189143","0.4049777258008619","0.2800564414450162","0.16600458342813215","10","matthiasdelange","-","0.3590233825759196"
"USER-104_2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T06:07:08.000Z","5098","0.01","sgd","0","true","1000000","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","2.013436868645085","1.5763480054190937","0.37637895651538805","0.2642754450912796","0.15960179390290152","10","matthiasdelange","-","0.437088869938661"
"USER-104_2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:59:17.000Z","5643","0.01","sgd","0","true","1000000","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","2.006498545703259","1.587274337181304","0.38089083145762465","0.2683938929342621","0.16009030952808556","10","matthiasdelange","-","0.41922423846782586"
"USER-104_2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:57:23.000Z","5756","0.01","sgd","0","true","128","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","1.9695847636481651","1.5659283809914082","0.3775388269343488","0.26582151094606404","0.15955397931084667","10","matthiasdelange","-","0.4036564000765536"
"USER-104_2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:56:48.000Z","5655","0.01","sgd","0","true","1000000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","1.9769229348173296","1.5594870447529243","0.3821423617205075","0.265756852963631","0.16041548908501024","10","matthiasdelange","-","0.41743591831419274"
"USER-104_2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:52:17.000Z","5659","0.01","sgd","0","true","128","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","1.983162840661853","1.5748681867691394","0.37468857666986416","0.2651546664668876","0.158206177125342","10","matthiasdelange","-","0.40829469572337784"
"USER-421_2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:51:16.000Z","9791","0.01","sgd","0","true","64","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-07_UIDef2d7443-d0b8-4ce0-a040-e24e20168b22","1.9817663181045144","1.5615000359328584","0.3910746487947275","0.2739355085381336","0.16242062175817526","10","matthiasdelange","-","0.4202662440805424"
"USER-104_2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:49:27.000Z","5773","0.01","sgd","0","true","64","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","1.966951956892816","1.563436634405141","0.3677760905665605","0.2574207232879068","0.1593494971937802","10","matthiasdelange","-","0.4035152746800333"
"USER-104_2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:48:06.000Z","5696","0.01","sgd","0","true","128","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","1.9770285763736737","1.5681868600705704","0.3763124127423418","0.2661039971970222","0.15756615705525784","10","matthiasdelange","-","0.40884170533941144"
"USER-104_2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:39:28.000Z","5721","0.01","sgd","0","true","8","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-20-43_UID472f48d3-b957-4b07-9596-f71cfd7add04","1.8846544906222924","1.5256310932189143","0.4049777258008619","0.2800564414450162","0.16600458342813215","10","matthiasdelange","-","0.3590233825759196"
"USER-108_2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:17:30.000Z","2975","0.01","sgd","0","true","1000000","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-54_UID3743b40f-c145-4521-b911-98e4867dfe3e","2.013436868645085","1.5763480054190937","0.37637895651538805","0.2642754450912796","0.15960179390290152","10","matthiasdelange","-","0.437088869938661"
"USER-108_2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:13:13.000Z","2762","0.01","sgd","0","true","1000000","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-13_UID09ab4f67-814b-4331-aa80-839cd99a1d9f","2.006498545703259","1.587274337181304","0.38089083145762465","0.2683938929342621","0.16009030952808556","10","matthiasdelange","-","0.41922423846782586"
"USER-108_2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:11:02.000Z","2778","0.01","sgd","0","true","128","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-06_UID89c62a3e-cd4b-4b13-b30f-74e061f5f284","1.9695847636481651","1.5659283809914082","0.3775388269343488","0.26582151094606404","0.15955397931084667","10","matthiasdelange","-","0.4036564000765536"
"USER-108_2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:10:59.000Z","2747","0.01","sgd","0","true","1000000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=1000000_METHOD-REPLAY-STORAGE_POLICY=reservoir_stream/2022-09-15_18-20-13_UID30c05856-ca5b-47ed-9157-fb65ef3a1664","1.9769229348173296","1.5594870447529243","0.3821423617205075","0.265756852963631","0.16041548908501024","10","matthiasdelange","-","0.41743591831419274"
"USER-108_2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:09:31.000Z","2564","0.01","sgd","0","true","128","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-37_UIDd2da90e9-62f7-43ee-8f85-e773567dcdab","1.983162840661853","1.5748681867691394","0.37468857666986416","0.2651546664668876","0.158206177125342","10","matthiasdelange","-","0.40829469572337784"
"USER-108_2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:06:21.000Z","2584","0.01","sgd","0","true","64","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=64_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-22-48_UID04c2f279-5073-4dec-b6f0-905bdcc099ff","1.966951956892816","1.563436634405141","0.3677760905665605","0.2574207232879068","0.1593494971937802","10","matthiasdelange","-","0.4035152746800333"
"USER-108_2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:04:48.000Z","2596","0.01","sgd","0","true","128","window","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=128_METHOD-REPLAY-STORAGE_POLICY=window/2022-09-15_18-23-06_UID1557b00b-a4b0-45c3-b444-bc2459ecad5e","1.9770285763736737","1.5681868600705704","0.3763124127423418","0.2661039971970222","0.15756615705525784","10","matthiasdelange","-","0.40884170533941144"
"USER-68_2022-09-15_18-24-00_UIDadc3b2c4-5785-4be4-8e50-32d0551a1eee","finished","true","Replay","ego4d_action_recog, final02_01_replay","2022-09-16T05:04:25.000Z","827","0.01","sgd","0","true","8","reservoir_action","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final02_01_replay/../../../results/ego4d_action_recog/final02_01_replay/logs/GRID_METHOD-REPLAY-MEMORY_SIZE_SAMPLES=8_METHOD-REPLAY-STORAGE_POLICY=reservoir_action/2022-09-15_18-24-00_UIDadc3b2c4-5785-4be4-8e50-32d0551a1eee","1.9766742004693925","1.550067383155132","0.3880246555704275","0.27011468712391296","0.1608923032047017","10","matthiasdelange","-","0.42660683025447754"
