"Name","State","METHOD.METHOD_NAME","Notes","User","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.MOMENTUM","SOLVER.OPTIMIZING_METHOD","OUTPUT_DIR"
"Finetuning_2022-09-13_11-21-41_UID90dc9916-8bf1-42b2-aeca-867e5ac87c8b_MATT","running","Finetuning","-","matthiasdelange","","2022-09-13T18:23:32.000Z","12629","0.001","0.6","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-21-41_UID90dc9916-8bf1-42b2-aeca-867e5ac87c8b"
"Finetuning_2022-09-13_11-17-06_UID7cbb3ae5-9ea5-429f-be0b-0308e7310316_MATT","running","Finetuning","-","matthiasdelange","","2022-09-13T18:18:39.000Z","12920","0.01","0.6","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-17-06_UID7cbb3ae5-9ea5-429f-be0b-0308e7310316"
"Finetuning_2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226_MATT","running","Finetuning","-","matthiasdelange","","2022-09-13T18:09:13.000Z","13481","0.1","0.6","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-07-47_UID3570828c-3aa7-4983-ab21-d75dfbdb4226"
"Finetuning_2022-09-13_09-33-33_UIDf1d94198-7bae-4ba6-ac99-a13c24c3fb14_MATT","finished","Finetuning","-","matthiasdelange","","2022-09-13T16:34:23.000Z","19154","0.1","0","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_09-33-33_UIDf1d94198-7bae-4ba6-ac99-a13c24c3fb14"
"Finetuning_2022-09-13_10-53-52_UID958392f7-c477-4a09-a7ac-c72cc81251c2_MATT","running","Finetuning","-","matthiasdelange","","2022-09-13T17:55:20.000Z","14323","0.01","0","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_10-53-52_UID958392f7-c477-4a09-a7ac-c72cc81251c2"
"Finetuning_2022-09-13_09-35-20_UID15afc9c2-2463-47fa-b6f9-59930f45a628_MATT","finished","Finetuning","-","matthiasdelange","","2022-09-13T16:37:57.000Z","18535","0.001","0.3","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-35-20_UID15afc9c2-2463-47fa-b6f9-59930f45a628"
"Finetuning_2022-09-13_09-35-13_UID816d4af0-a434-4189-806a-4df2a917d615_MATT","finished","Finetuning","-","matthiasdelange","","2022-09-13T16:37:36.000Z","18985","0.01","0.3","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-35-13_UID816d4af0-a434-4189-806a-4df2a917d615"
"Finetuning_2022-09-13_09-34-51_UID819b79e9-031e-4695-9d61-1d8f7dd89d50_MATT","finished","Finetuning","-","matthiasdelange","","2022-09-13T16:36:58.000Z","18994","0.1","0.3","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-34-51_UID819b79e9-031e-4695-9d61-1d8f7dd89d50"
"Finetuning_2022-09-13_09-33-53_UIDa6fe4344-2d3e-4d95-9b80-bcc5005eba30_MATT","finished","Finetuning","-","matthiasdelange","","2022-09-13T16:34:43.000Z","19063","0.001","0","sgd","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_09-33-53_UIDa6fe4344-2d3e-4d95-9b80-bcc5005eba30"
